X1,Y1,X2,Y2,X3,Y3
43.52420563040285,71.78470266665599,57.9187904036189,87.344249295224,64.57378689511745,49.099978354719774
26.272501035673336,76.09834148676958,75.35335880450772,52.002773614353046,58.32522757861709,61.81528012419608
30.262561309428676,67.4790470573642,94.18072373895289,115.50723469331776,41.37061200289921,28.524438280710648
33.260130263972066,43.37619617916208,50.53544264936426,90.38722654998513,37.61219394904158,56.50864169509071
23.68861577099409,56.47150837845662,76.19239010334428,104.72755933296932,63.94210829872428,52.0836511244821
30.016524583247584,49.366143260463545,84.45977631356807,66.54166871439661,54.18714720966182,25.7259648620682
29.99287691313655,54.60519772809911,60.94431679643816,115.76407117516787,30.37850544642071,70.05980041906257
15.962205549236634,83.34393346908011,77.57861394271742,78.23474387875387,72.56501490001109,39.438842356148285
38.14126404530795,87.5324334010768,56.078397396066684,87.84665853053345,66.6299351576574,60.24843079583295
34.8039881273564,72.0495274813739,59.44128844138739,61.97150660545246,51.385686758415474,43.700976026145554
24.996568208265924,69.87741215600994,59.37795679122499,86.66100526536825,51.09604115984687,64.90314334919162
28.62761391043423,72.17932181200595,72.50000008464595,85.40392134618456,58.471896825887555,69.6839264524939
34.042394993574014,59.77964064108402,68.81724354157402,86.2927892169656,44.69486134914595,37.549257828940426
27.909148678466824,58.63805769323281,82.40349770038685,98.77009485511638,34.7753130976011,27.044019591809956
28.058007370619627,47.87438662723067,57.77637151489376,91.20691695737005,59.83776634988189,48.02884925581072
18.374068700073675,58.99438589909867,68.29341654879752,109.51565250190163,33.413701431801165,62.73374955540922
34.436642495135104,100.6790457592727,82.49399402697559,80.63683628697228,60.860902049335934,44.430317560869
30.991047242296307,75.64270792656886,77.29010323905429,70.07968182571273,33.381887967235926,40.79714624065333
32.19567939007971,53.841893578316466,52.779662637444,89.61787216759876,53.511861545607935,57.324233841739705
17.78780374504128,51.505320261596616,78.64764790445025,102.56736072607568,52.96533192167222,8.57723797894414
43.205597529491804,44.439180151456576,63.78056756254065,114.8928354593565,81.73943889461583,40.02926639774415
31.234684283650864,66.73866629527636,75.01002499263043,106.27842871127876,39.03425035624121,29.24305547743541
26.902880453708896,67.04782248304645,73.9088453952978,54.691186646833465,33.775812718640196,54.422205557683135
46.232577766088895,34.02381017398311,85.85114549159218,97.54116716120431,45.30734041340777,38.95626063793636
29.63691176111483,68.75403355035064,71.51527921655979,119.20743545842468,38.144013603188924,33.272485128184606
18.394570406827402,49.749499130667054,45.90052367039982,91.2515273269336,46.15356300876604,44.69253239132955
26.758177156578505,85.68098081967904,52.191823653270475,79.67914999715947,61.312014681619644,27.973873668566505
11.69347918422622,62.82319170667531,79.50500701055608,96.18321705385918,66.57966143503525,49.803143849085636
38.39517239474604,90.91914089388423,66.64188766791105,79.93516031557809,79.89341913950618,39.76441474054137
26.668205451839853,51.75371772805183,84.79372778122283,102.78226331808108,43.94988742630349,44.33871444835857
24.059571798363457,54.81629040262594,73.55470463310331,89.74011057084765,94.57808203000747,39.2429285544347
38.57976105260396,65.3965503408582,60.26214543270816,117.86000259993006,84.73277995726824,63.683943512787124
16.79139528475329,79.0070693849617,84.0712878764018,99.99005496981862,51.94709799924597,48.367194772310036
34.28343485060873,70.1858847952933,59.50383014012091,75.52230626808672,20.628700313577916,57.867677489888635
13.484681575030596,37.796569012903866,43.31573839242053,102.09262567766933,53.75331541173088,57.19678021266739
24.70272528266553,63.2922126290658,96.82934216381702,108.72023400462221,56.087615254525446,37.90773569695596
20.36624123520214,60.40040529373009,45.16026459091145,78.63088290410471,20.511266831361958,58.54960022681644
41.695805017708196,52.276765315992144,78.27336716673115,81.48411195009739,56.107477863624126,55.23662711363333
44.12928702343467,48.334104727937515,82.20507299646275,43.89633452797585,51.99768605759926,54.704728522656794
27.36468998469548,91.4563903082756,71.9118562203207,108.0681197793087,43.21433073325467,44.01960077593259
36.725865937148285,52.97304333549186,48.11584103270485,78.24491232100414,64.39943796745708,43.5973386393044
28.560108789981197,44.77339253169946,83.19519416099158,47.55301055934617,70.0802257019085,61.783279723071615
34.544495098623855,71.46803099062393,51.25993168369995,54.6245659984062,47.70734162401459,82.72939350798042
23.97730242862828,62.351213590720555,52.53282865642394,85.54099687108997,58.442196408189666,37.548092645745676
16.33328637466355,58.63535040649348,65.29831193535543,105.21319940862213,45.17812199380052,58.01672311585995
15.575210732162072,74.06343259890886,80.25055946352097,88.21870762379952,43.200917152170845,44.506212076354174
33.06497481406009,68.79525748606834,73.90148077450031,99.43555518253564,56.19245080854992,61.77284898952858
47.9807604224616,66.51942001711967,80.53998771523774,67.97000746549858,62.85132338604446,56.57469961022199
32.15529304406309,77.35560871904536,64.23263020288843,63.1726874585504,46.55060711917987,65.90188324129811
25.80316304479318,65.10545562902622,67.76161727477252,107.71441613332942,21.79495357527373,8.07822857368128
45.296150898655526,48.89540491637149,55.217221753852414,99.84288918349637,63.78677264026317,40.983759825253756
31.89841477309755,53.47891988844498,65.88074910810522,89.38982300117185,31.051632800977934,35.1772217260269
30.811471881692924,50.62249796452238,77.71066597352865,115.64185250035445,56.82997934850695,48.380184930059315
